Date,Symbol,Company Name,Type,Split Ratio
"Jul 21, 2021",STLY,Hg Holdings Inc,Reverse,1 for 12
"Jul 20, 2021",KAVL,Kaival Brands Innovations Group Inc,Reverse,1 for 12
"Jul 14, 2021",AUID,Authid Inc,Reverse,1 for 30
"Jul 12, 2021",PMCB,Pharmacyte Biotech Inc,Reverse,"1 for 1,492.54"
"Jul 1, 2021",STAF,Staffing 360 Solutions Inc,Reverse,1 for 6
"Jun 28, 2021",TPST,Tempest Therapeutics Inc,Reverse,1 for 15
"Jun 28, 2021",MMATQ,Meta Materials Inc,Reverse,1 for 2
"Jun 18, 2021",NIXX,Nixxy Inc,Reverse,1 for 2
"Jun 16, 2021",HIND,Vyome Holdings Inc,Reverse,1 for 3
"Jun 16, 2021",CHUC,Charlie's Holdings Inc,Reverse,1 for 100
"Jun 11, 2021",SBEV,Splash Beverage Group Inc,Reverse,1 for 3
"Jun 10, 2021",SKE,Skeena Resources Ltd.,Reverse,1 for 4
"Jun 8, 2021",DALN,Dallasnews Corp,Reverse,1 for 4
"May 28, 2021",ZIVO,Zivo Bioscience Inc,Reverse,1 for 80
"May 28, 2021",TRST,Trustco Bank Corp N Y,Reverse,1 for 5
"May 28, 2021",NXPL,Nextplat Corp,Reverse,1 for 5
"May 28, 2021",CTRM,Castor Maritime Inc,Reverse,1 for 10
"May 26, 2021",NOVNQ,Novan Inc,Reverse,1 for 10
"May 21, 2021",TRAW,Traws Pharma Inc,Reverse,1 for 15
"May 19, 2021",TAOX,Tao Synergies Inc,Reverse,1 for 4
"May 19, 2021",GROM,Grom Social Enterprises Inc,Reverse,1 for 32
"May 18, 2021",ASRT,Assertio Holdings Inc,Reverse,1 for 4
"May 14, 2021",DTST,Data Storage Corp,Reverse,1 for 40
"May 11, 2021",FXBY,Foxby Corp,Reverse,1 for 5
"Apr 28, 2021",PALI,Palisade Bio Inc,Reverse,1 for 6
"Apr 28, 2021",ELP,Energy Co Of Parana,Reverse,1 for 5
"Apr 27, 2021",NSPR,Inspiremd Inc,Reverse,1 for 15
"Apr 27, 2021",BYRN,Byrna Technologies Inc,Reverse,1 for 10
"Apr 27, 2021",BMNR,Bitmine Immersion Technologies Inc,Reverse,1 for 200
"Apr 19, 2021",QCLS,Q/c Technologies Inc,Reverse,1 for 2
"Apr 1, 2021",NMTC,Neuroone Medical Technologies Corp,Reverse,1 for 3
"Mar 29, 2021",VEVMQ,Vicinity Motor Corp,Reverse,1 for 3
"Mar 26, 2021",ERNA,Ernexa Therapeutics Inc,Reverse,1 for 2
"Mar 22, 2021",SING,Singlepoint Inc,Reverse,1 for 75.02
"Mar 18, 2021",IINN,Inspira Technologies Oxy Bhn Ltd.,Reverse,1 for 12.5
"Mar 17, 2021",CMMB,Chemomab Therapeutics Ltd.,Reverse,1 for 16
"Mar 15, 2021",LEE,Lee Enterprises Inc,Reverse,1 for 10
"Mar 1, 2021",REPX,Riley Exploration Permian Inc,Reverse,1 for 12
"Mar 1, 2021",GHSI,Guardion Health Sciences Inc,Reverse,1 for 6
"Feb 25, 2021",VIRX,Viracta Therapeutics Inc,Reverse,1 for 3.5
"Feb 22, 2021",SXTC,China Sxt Pharmaceuticals Inc,Reverse,1 for 4
"Feb 17, 2021",VINOQ,Gaucho Group Holdings Inc,Reverse,1 for 15
"Feb 17, 2021",RVYL,Ryvyl Inc,Reverse,1 for 6
"Feb 17, 2021",AMPG,Amplitech Group Inc,Reverse,1 for 20
"Feb 17, 2021",ACR,Acres Commercial Realty Corp,Reverse,1 for 3
"Feb 16, 2021",VYNE,Vyne Therapeutics Inc,Reverse,1 for 4
"Feb 11, 2021",GTBP,Gt Biopharma Inc,Reverse,1 for 17
"Feb 9, 2021",RELI,Reliance Global Group Inc,Reverse,1 for 85.03
"Feb 2, 2021",CUEN,Cuentas Inc,Reverse,1 for 2.5
"Feb 1, 2021",MDV,Modiv Industrial Inc,Reverse,1 for 3
"Feb 1, 2021",MBRX,Moleculin Biotech Inc,Reverse,1 for 6
"Jan 29, 2021",PPTA,Perpetua Resources Corp,Reverse,1 for 10
"Jan 28, 2021",BTBD,Bt Brands Inc,Reverse,1 for 2
"Jan 26, 2021",XELA,Exela Technologies Inc,Reverse,1 for 3
"Jan 26, 2021",CRKN,Crown Electrokinetics Corp,Reverse,1 for 3
"Jan 22, 2021",COMS,Comsovereign Holding Corp,Reverse,1 for 3
"Jan 21, 2021",SLG,Sl Green Realty Corp,Reverse,1 for 1.03
"Jan 19, 2021",IGLDF,Internet Gold Golden Lines Ltd.,Reverse,1 for 250
"Jan 12, 2021",LEXX,Lexaria Bioscience Corp,Reverse,1 for 30
"Jan 6, 2021",UGRO,Urban-gro Inc,Reverse,1 for 6
"Jan 6, 2021",RSPI,Respirerx Pharmaceuticals Inc,Reverse,1 for 10
"Jan 4, 2021",TURN,180 Degree Capital Corp,Reverse,1 for 3
"Jan 4, 2021",LDWY,Lendway Inc,Reverse,1 for 7
"Jan 4, 2021",HSDT,Helius Medical Technologies Inc,Reverse,1 for 35
"Jan 4, 2021",ACORQ,Acorda Therapeutics Inc,Reverse,1 for 6
