Date,Symbol,Company Name,Type,Split Ratio
"Dec 31, 2024",TVRD,Tvardi Therapeutics Inc,Reverse,1 for 12
"Dec 31, 2024",OST,Ostin Technology Group Co Ltd.,Reverse,1 for 10
"Dec 31, 2024",OPTN,Optinose Inc,Reverse,1 for 15
"Dec 31, 2024",COEP,Coeptis Therapeutics Holdings Inc,Reverse,1 for 20
"Dec 30, 2024",DFDV,Defi Development Corp,Reverse,1 for 8
"Dec 27, 2024",CHAI,Core Ai Holdings Inc,Reverse,1 for 10
"Dec 24, 2024",NEUP,Neuphoria Therapeutics Inc,Reverse,1 for 12
"Dec 24, 2024",GOEVQ,Canoo Inc,Reverse,1 for 20
"Dec 24, 2024",CLEUF,China Liberal Education Holdings Ltd.,Reverse,1 for 15
"Dec 23, 2024",ICCT,Icoreconnect Inc,Reverse,1 for 20
"Dec 18, 2024",MTC,Mmtec Inc,Reverse,1 for 8
"Dec 17, 2024",XXII,22nd Century Group Inc,Reverse,1 for 134.95
"Dec 13, 2024",MNTS,Momentus Inc,Reverse,1 for 14
"Dec 13, 2024",MLGO,Microalgo Inc,Reverse,1 for 20
"Dec 13, 2024",DBGI,Digital Brands Group Inc,Reverse,1 for 50
"Dec 13, 2024",BLUE,Bluebird Bio Inc,Reverse,1 for 20
"Dec 10, 2024",JL,J-long Group Ltd.,Reverse,1 for 10
"Dec 9, 2024",HUIZ,Huize Holding Ltd.,Reverse,1 for 5
"Dec 6, 2024",ENSC,Ensysce Biosciences Inc,Reverse,1 for 15
"Dec 5, 2024",AGRI,Agriforce Growing Systems Ltd.,Reverse,1 for 100
"Dec 4, 2024",RNAZ,Transcode Therapeutics Inc,Reverse,1 for 33
"Dec 4, 2024",APVO,Aptevo Therapeutics Inc,Reverse,1 for 37
"Dec 3, 2024",MYNZ,Mainz Biomed Nv,Reverse,1 for 40
"Dec 2, 2024",FTCI,Ftc Solar Inc,Reverse,1 for 10
"Nov 29, 2024",SLXN,Silexion Therapeutics Corp,Reverse,1 for 9
"Nov 29, 2024",DBVT,Dbv Technologies SA,Reverse,1 for 5
"Nov 27, 2024",UBXG,U-bx Technology Ltd.,Reverse,1 for 16
"Nov 27, 2024",ELAB,Pmgc Holdings Inc,Reverse,1 for 200
"Nov 26, 2024",PBM,Psyence Biomedical Ltd.,Reverse,1 for 75.02
"Nov 26, 2024",GMM,Global Mofy Ai Ltd.,Reverse,1 for 15
"Nov 26, 2024",CTXR,Citius Pharmaceuticals Inc,Reverse,1 for 25
