Date,Symbol,Company Name,Type,Split Ratio
"Dec 31, 2015",WAVXQ,Wave Systems Corp,Reverse,1 for 10
"Dec 31, 2015",NETI,Eneti Inc,Reverse,1 for 12
"Dec 31, 2015",NADLQ,North Atlantic Drilling Ltd.,Reverse,1 for 10
"Dec 30, 2015",WTER,Alkaline Water Co Inc,Reverse,1 for 50
"Dec 28, 2015",YGEHY,Yingli Green Energy Holding Co Ltd.,Reverse,1 for 10
"Dec 28, 2015",HKRSQ,Halcon Resources Corp,Reverse,1 for 5
"Dec 23, 2015",NYNY,Empire Resorts Inc,Reverse,1 for 5
"Dec 21, 2015",NBY,Novabay Pharmaceuticals Inc,Reverse,1 for 25
"Dec 16, 2015",GIGM,Gigamedia Ltd.,Reverse,1 for 5
"Dec 15, 2015",MGLD,Marygold Companies Inc,Reverse,1 for 10
"Dec 14, 2015",GBSN,Great Basin Scientific Inc,Reverse,1 for 59.99
"Dec 11, 2015",WKHS,Workhorse Group Inc,Reverse,1 for 10
"Dec 11, 2015",HELIQ,Chc Group Ltd.,Reverse,1 for 30
"Dec 8, 2015",INVT,Inventergy Global Inc,Reverse,1 for 10
"Dec 4, 2015",FCEL,Fuelcell Energy Inc,Reverse,1 for 12
"Dec 2, 2015",NURO,Neurometrix Inc,Reverse,1 for 4
"Nov 30, 2015",XWEL,Xwell Inc,Reverse,1 for 10
"Nov 30, 2015",ATV,Acorn International Inc,Reverse,1 for 6.67
"Nov 25, 2015",CRTD,Creatd Inc,Reverse,1 for 5
"Nov 24, 2015",CEQP,Crestwood Equity Partners Lp,Reverse,1 for 10
"Nov 23, 2015",AMNI,American Noble Gas Inc,Reverse,1 for 10
"Nov 20, 2015",CSCIF,Cosciens Biopharma Inc,Reverse,1 for 100
"Nov 9, 2015",CGRNQ,Capstone Green Energy Corp,Reverse,1 for 20
"Nov 6, 2015",OMNT,Ominto Inc,Reverse,1 for 50
"Nov 5, 2015",DHOXY,Homex Development Corp,Reverse,1 for 10
"Nov 3, 2015",RNVA,Rennova Health Inc,Reverse,1 for 10
"Nov 2, 2015",NRF,Northstar Realty Finance Corp,Reverse,1 for 2
"Nov 2, 2015",CPAH,Counterpath Corp,Reverse,1 for 10
"Oct 30, 2015",DXIEF,Dxi Energy Inc,Reverse,1 for 5
"Oct 29, 2015",OPTT,Ocean Power Technologies Inc,Reverse,1 for 10
"Oct 29, 2015",GSIH,General Steel Holdings Inc,Reverse,1 for 5
"Oct 29, 2015",COMS,Comsovereign Holding Corp,Reverse,1 for 40
"Oct 21, 2015",CDYCF,Cardero Resource Corp,Reverse,1 for 10
"Oct 19, 2015",LFVN,Lifevantage Corp,Reverse,1 for 7
"Oct 15, 2015",GRCE,Grace Therapeutics Inc,Reverse,1 for 10
"Oct 9, 2015",JOB,Gee Group Inc,Reverse,1 for 10
"Oct 7, 2015",SWKH,Swk Holdings Corp,Reverse,1 for 10
"Oct 7, 2015",OPXS,Optex Systems Holdings Inc,Reverse,"1 for 1,000"
"Oct 1, 2015",NSPR,Inspiremd Inc,Reverse,1 for 10
"Oct 1, 2015",GLBR,Global Brokerage Inc,Reverse,1 for 10
"Oct 1, 2015",CAA,Calatlantic Group Inc,Reverse,1 for 5
"Oct 1, 2015",BTUUQ,Peabody Energy Corp,Reverse,1 for 14.99
"Sep 29, 2015",TTNP,Titan Pharmaceuticals Inc,Reverse,1 for 5.52
"Sep 29, 2015",ACER,Acer Therapeutics Inc,Reverse,1 for 8
"Sep 28, 2015",CHCI,Comstock Holding Companies Inc,Reverse,1 for 7
"Sep 23, 2015",SMBK,Smartfinancial Inc,Reverse,1 for 4
"Sep 23, 2015",HNSN,Hansen Medical Inc,Reverse,1 for 10
"Sep 21, 2015",LOOP,Loop Industries Inc,Reverse,1 for 4
