Date,Symbol,Company Name,Type,Split Ratio
"Jul 7, 2025",FLYE,Fly-e Group Inc,Reverse,1 for 5
"Jul 7, 2025",BIVI,Biovie Inc,Reverse,1 for 10
"Jul 7, 2025",BGMS,Bio Green Med Solution Inc,Reverse,1 for 15
"Jul 3, 2025",WBX,Wallbox Nv,Reverse,1 for 20
"Jul 3, 2025",SPRC,Scisparc Ltd.,Reverse,1 for 21
"Jul 2, 2025",PTHS,Pelthos Therapeutics Inc,Reverse,1 for 10
"Jul 1, 2025",HSDT,Helius Medical Technologies Inc,Reverse,1 for 50
"Jun 30, 2025",AIMD,Ainos Inc,Reverse,1 for 5
"Jun 27, 2025",TRNR,Interactive Strength Inc,Reverse,1 for 10
"Jun 27, 2025",INDP,Indaptus Therapeutics Inc,Reverse,1 for 28
"Jun 27, 2025",GNLN,Greenlane Holdings Inc,Reverse,1 for 751.88
"Jun 26, 2025",SLMT,Brera Holdings PLC,Reverse,1 for 10
"Jun 26, 2025",SBLX,Stablex Technologies Inc,Reverse,1 for 16
"Jun 24, 2025",JDZG,Jiade Ltd.,Reverse,1 for 8
"Jun 24, 2025",CLRB,Cellectar Biosciences Inc,Reverse,1 for 30
"Jun 23, 2025",TRUG,Trugolf Holdings Inc,Reverse,1 for 50
"Jun 23, 2025",STEM,Stem Inc,Reverse,1 for 20
"Jun 23, 2025",SLE,Super League Enterprise Inc,Reverse,1 for 40
"Jun 23, 2025",KULR,Kulr Technology Group Inc,Reverse,1 for 8
"Jun 20, 2025",XXII,22nd Century Group Inc,Reverse,1 for 23
"Jun 20, 2025",UNCY,Unicycive Therapeutics Inc,Reverse,1 for 10
"Jun 20, 2025",BNRG,Brenmiller Energy Ltd.,Reverse,1 for 5
"Jun 17, 2025",SNSE,Sensei Biotherapeutics Inc,Reverse,1 for 20
"Jun 17, 2025",RAPT,Rapt Therapeutics Inc,Reverse,1 for 8
"Jun 17, 2025",FGEN,Fibrogen Inc,Reverse,1 for 25
"Jun 16, 2025",SMX,Smx (security Matters) Public Ltd Co.,Reverse,1 for 4.1
"Jun 16, 2025",SHPH,Shuttle Pharmaceuticals Holdings Inc,Reverse,1 for 25
"Jun 16, 2025",NCI,Neo-concept International Group Holdings Ltd.,Reverse,1 for 5
"Jun 16, 2025",JZ,Jianzhi Education Technology Group Co Ltd.,Reverse,1 for 10
"Jun 16, 2025",JFBR,Jeffs' Brands Ltd.,Reverse,1 for 17
"Jun 16, 2025",GCTK,Glucotrack Inc,Reverse,1 for 59.99
"Jun 16, 2025",CBIO,Crescent Biopharma Inc,Reverse,1 for 100
"Jun 13, 2025",ONCO,Onconetix Inc,Reverse,1 for 85.03
"Jun 13, 2025",CHNR,China Natural Resources Inc,Reverse,1 for 8
"Jun 13, 2025",CERO,Cero Therapeutics Holdings Inc,Reverse,1 for 20
"Jun 13, 2025",ARTL,Artelo Biosciences Inc,Reverse,1 for 6
"Jun 13, 2025",AMZE,Amaze Holdings Inc,Reverse,1 for 23
"Jun 12, 2025",SST,System1 Inc,Reverse,1 for 10
"Jun 12, 2025",ERNA,Ernexa Therapeutics Inc,Reverse,1 for 15
"Jun 12, 2025",EMPD,Empery Digital Inc,Reverse,1 for 8
"Jun 12, 2025",AIM,Aim Immunotech Inc,Reverse,1 for 100
"Jun 11, 2025",SVRE,Saverone 2014 Ltd.,Reverse,1 for 3
"Jun 10, 2025",INUV,Inuvo Inc,Reverse,1 for 10
"Jun 10, 2025",CLRO,Clearone Inc,Reverse,1 for 15
"Jun 10, 2025",BBLG,Bone Biologics Corp,Reverse,1 for 6
"Jun 9, 2025",PXLW,Pixelworks Inc,Reverse,1 for 12
"Jun 9, 2025",NKTR,Nektar Therapeutics,Reverse,1 for 15
"Jun 9, 2025",HUSA,Houston American Energy Corp,Reverse,1 for 10
"Jun 9, 2025",DUO,Fangdd Network Group Ltd.,Reverse,1 for 16
"Jun 9, 2025",BOLT,Bolt Biotherapeutics Inc,Reverse,1 for 20
"Jun 9, 2025",AEMD,Aethlon Medical Inc,Reverse,1 for 8
"Jun 6, 2025",INAB,In8bio Inc,Reverse,1 for 30
"Jun 3, 2025",OGEN,Oragenics Inc,Reverse,1 for 30
"Jun 3, 2025",AGMH,Agm Group Holdings Inc,Reverse,1 for 50
"Jun 2, 2025",LYEL,Lyell Immunopharma Inc,Reverse,1 for 20
"Jun 2, 2025",EKSO,Ekso Bionics Holdings Inc,Reverse,1 for 15
"Jun 2, 2025",BNBX,Applied Dna Sciences Inc,Reverse,1 for 15
"Jun 2, 2025",BINI,Bollinger Innovations Inc,Reverse,1 for 100
"Jun 2, 2025",ARBB,Arb Iot Group Ltd.,Reverse,1 for 15
