Date,Symbol,Company Name,Type,Split Ratio
"Oct 18, 2016",XOMA,Xoma Royalty Corp,Reverse,1 for 20
"Oct 14, 2016",PTXTQ,Pernix Therapeutics Holdings Inc,Reverse,1 for 10
"Oct 13, 2016",CMLSQ,Cumulus Media Inc,Reverse,1 for 8
"Oct 12, 2016",ROKA,Sorrento Tech Inc,Reverse,1 for 10
"Oct 12, 2016",BKFG,Bkf Capital Group Inc,Reverse,1 for 10
"Oct 10, 2016",NSPR,Inspiremd Inc,Reverse,1 for 25
"Oct 7, 2016",SNGX,Soligenix Inc,Reverse,1 for 10
"Oct 6, 2016",HWM,Howmet Aerospace Inc,Reverse,1 for 3
"Oct 5, 2016",DPSI,Decisionpoint Systems Inc,Reverse,1 for 500
"Oct 5, 2016",CBB,Cincinnati Bell Inc,Reverse,1 for 5
"Oct 4, 2016",RELV,Reliv International Inc,Reverse,1 for 7
"Oct 3, 2016",RRD,Rr Donnelley & Sons Co.,Reverse,1 for 3
"Oct 3, 2016",PCOA,Pendrell Corp,Reverse,1 for 10
"Sep 29, 2016",BIOCQ,Biocept Inc,Reverse,1 for 3
"Sep 27, 2016",IPDN,Professional Diversity Network Inc,Reverse,1 for 8
"Sep 23, 2016",GADS,Gadsden Properties Inc,Reverse,1 for 5
"Sep 20, 2016",SRAX,Srax Inc,Reverse,1 for 5
"Sep 16, 2016",GBSN,Great Basin Scientific Inc,Reverse,1 for 80
"Sep 16, 2016",FNCX,Function(x) Inc,Reverse,1 for 20
"Sep 16, 2016",EMMA,Emmaus Life Sciences Inc,Reverse,1 for 200
"Sep 14, 2016",RADA,Rada Electronic Industries Ltd.,Reverse,1 for 2
"Sep 12, 2016",LGMK,Logicmark Inc,Reverse,1 for 10
"Sep 12, 2016",HKRSQ,Halcon Resources Corp,Reverse,1 for 34.31
"Sep 9, 2016",BIQIF,Biqi International Holdings Corp,Reverse,1 for 4
"Sep 8, 2016",VIRX,Viracta Therapeutics Inc,Reverse,1 for 6
"Sep 2, 2016",RSPI,Respirerx Pharmaceuticals Inc,Reverse,1 for 324.68
"Aug 29, 2016",AIM,Aim Immunotech Inc,Reverse,1 for 12
"Aug 26, 2016",DSS,Dss Inc,Reverse,1 for 4
"Aug 26, 2016",ATOS,Atossa Therapeutics Inc,Reverse,1 for 15
"Aug 25, 2016",ATEC,Alphatec Holdings Inc,Reverse,1 for 12
"Aug 22, 2016",OSN,Ossen Innovation Co Ltd.,Reverse,1 for 3
"Aug 19, 2016",CRVO,Cervomed Inc,Reverse,1 for 10
"Aug 19, 2016",CNET,Zw Data Action Technologies Inc,Reverse,1 for 2.5
"Aug 17, 2016",SMSI,Smith Micro Software Inc,Reverse,1 for 4
"Aug 17, 2016",MBVXQ,Mabvax Therapeutics Holdings Inc,Reverse,1 for 7.41
"Aug 15, 2016",DRYS,Dryships Inc,Reverse,1 for 4
"Aug 11, 2016",QRHC,Quest Resource Holding Corp,Reverse,1 for 8
"Aug 1, 2016",PTEIQ,Polarityte Inc,Reverse,1 for 6
"Aug 1, 2016",GOGL,Golden Ocean Group Ltd.,Reverse,1 for 5
"Aug 1, 2016",CRK,Comstock Resources Inc,Reverse,1 for 5
"Jul 28, 2016",LSTA,Lisata Therapeutics Inc,Reverse,1 for 10
"Jul 27, 2016",SAEXQ,Saexploration Holdings Inc,Reverse,1 for 134.05
"Jul 27, 2016",PTIX,Protagenic Therapeutics Inc,Reverse,"1 for 16,666.67"
"Jul 27, 2016",DGLT,Digiliti Money Group Inc,Reverse,1 for 14.99
"Jul 27, 2016",CLPT,Clearpoint Neuro Inc,Reverse,1 for 40
"Jul 25, 2016",MDGL,Madrigal Pharmaceuticals Inc,Reverse,1 for 35
"Jul 25, 2016",CDTI,Cdti Advanced Materials Inc,Reverse,1 for 5
"Jul 20, 2016",LTBR,Lightbridge Corp,Reverse,1 for 5
"Jul 20, 2016",CGGYY,Cgg,Reverse,1 for 32
"Jul 19, 2016",CLRD,Clearday Inc,Reverse,1 for 15.02
"Jul 15, 2016",AXPWQ,Axion Power International Inc,Reverse,1 for 400
"Jul 14, 2016",CVOVQ,Cenveo Inc,Reverse,1 for 8
"Jul 12, 2016",OREXQ,Orexigen Therapeutics Inc,Reverse,1 for 10
"Jul 11, 2016",USAU,Us Gold Corp,Reverse,1 for 3
"Jul 8, 2016",GNK,Genco Shipping & Trading Ltd.,Reverse,1 for 10
"Jul 8, 2016",EMMS,Emmis Communications Corp,Reverse,1 for 4
"Jul 7, 2016",TWER,Towerstream Corp,Reverse,1 for 20
"Jul 6, 2016",VMEMQ,Violin Memory Inc,Reverse,1 for 4
"Jul 1, 2016",HTZGQ,Hertz Global Holdings Inc,Reverse,1 for 5
"Jul 1, 2016",HRI,Herc Holdings Inc,Reverse,1 for 15
"Jul 1, 2016",AYTU,Aytu Biopharma Inc,Reverse,1 for 12
"Jul 1, 2016",ACLS,Axcelis Technologies Inc,Reverse,1 for 4
"Jun 28, 2016",AEHL,Antelope Enterprise Holdings Ltd.,Reverse,1 for 8
"Jun 27, 2016",SNOA,Sonoma Pharmaceuticals Inc,Reverse,1 for 5
"Jun 27, 2016",EMITF,Elbit Imaging Ltd.,Reverse,1 for 3
"Jun 24, 2016",RLJE,Rlj Entertainment Inc,Reverse,1 for 3
"Jun 24, 2016",LLEXQ,Lilis Energy Inc,Reverse,1 for 10
"Jun 22, 2016",USEG,Us Energy Corp,Reverse,1 for 6
"Jun 21, 2016",VISL,Vislink Technologies Inc,Reverse,1 for 12
"Jun 20, 2016",SBLK,Star Bulk Carriers Corp,Reverse,1 for 5
"Jun 20, 2016",CRDSQ,Crossroads Systems Inc,Reverse,1 for 20
"Jun 20, 2016",ABTS,Abits Group Inc,Reverse,1 for 2
"Jun 17, 2016",ERNA,Ernexa Therapeutics Inc,Reverse,1 for 50
"Jun 16, 2016",QBAK,Qualstar Corp,Reverse,1 for 6
"Jun 16, 2016",HPHWQ,Hooper Holmes Inc,Reverse,1 for 15
"Jun 14, 2016",BXC,Bluelinx Holdings Inc,Reverse,1 for 10
"Jun 14, 2016",AVNW,Aviat Networks Inc,Reverse,1 for 12
"Jun 13, 2016",SGY,Stone Energy Corp,Reverse,1 for 10
"Jun 13, 2016",OSG,Overseas Shipholding Group Inc,Reverse,1 for 6
"Jun 13, 2016",APEN,Apollo Endosurgery Inc,Reverse,1 for 14
"Jun 9, 2016",PSHG,Performance Shipping Inc,Reverse,1 for 8
"Jun 8, 2016",REN,Resolute Energy Corp,Reverse,1 for 5
"Jun 7, 2016",MNIQQ,Mcclatchy Co.,Reverse,1 for 10
"Jun 2, 2016",ZDGE,Zedge Inc,Reverse,1 for 4
"Jun 2, 2016",RGSEQ,Real Goods Solar Inc,Reverse,1 for 20
"Jun 2, 2016",ASTI,Ascent Solar Technologies Inc,Reverse,1 for 20
"Jun 1, 2016",TRAW,Traws Pharma Inc,Reverse,1 for 10
"Jun 1, 2016",CRCQQ,California Resources Corp,Reverse,1 for 10
"May 31, 2016",BGMS,Bio Green Med Solution Inc,Reverse,1 for 12
"May 27, 2016",FRTX,Fresh Tracks Therapeutics Inc,Reverse,1 for 10
"May 26, 2016",CREG,Smart Powerr Corp,Reverse,1 for 10
"May 25, 2016",BINI,Bollinger Innovations Inc,Reverse,1 for 10
"May 19, 2016",PQUEQ,Petroquest Energy Inc,Reverse,1 for 4
"May 17, 2016",PLYM,Plymouth Industrial Reit Inc,Reverse,1 for 4
"May 13, 2016",UNISQ,Unilife Corp,Reverse,1 for 10
"May 12, 2016",SMT,Smart Technologies Inc,Reverse,1 for 10
"May 12, 2016",PSTV,Plus Therapeutics Inc,Reverse,1 for 14.99
"May 10, 2016",CNVS,Cineverse Corp,Reverse,1 for 10
"May 9, 2016",MBOT,Microbot Medical Inc,Reverse,1 for 12
"May 9, 2016",IHG,Intercontinental Hotels Group PLC,Reverse,1 for 1.2
"May 5, 2016",EKSO,Ekso Bionics Holdings Inc,Reverse,1 for 7
"May 2, 2016",VBIV,Vbi Vaccines Inc,Reverse,1 for 40
"Apr 26, 2016",MXPT,Maxpoint Interactive Inc,Reverse,1 for 4
"Apr 19, 2016",RHNO,Rhino Resource Partners Lp,Reverse,1 for 10
"Apr 18, 2016",VIVE,Viveve Medical Inc,Reverse,1 for 8
"Apr 18, 2016",PHIO,Phio Pharmaceuticals Corp,Reverse,1 for 10
"Apr 18, 2016",LEDS,Semileds Corp,Reverse,1 for 10
"Apr 13, 2016",NAGE,Niagen Bioscience Inc,Reverse,1 for 3
"Mar 31, 2016",RIOT,Riot Platforms Inc,Reverse,1 for 8
"Mar 31, 2016",GBSN,Great Basin Scientific Inc,Reverse,1 for 35
"Mar 30, 2016",PRKR,Parkervision Inc,Reverse,1 for 10
"Mar 24, 2016",REPX,Riley Exploration Permian Inc,Reverse,1 for 10
"Mar 24, 2016",ATHE,Alterity Therapeutics Ltd.,Reverse,1 for 6
"Mar 23, 2016",EIGRQ,Eiger Biopharmaceuticals Inc,Reverse,1 for 14.99
"Mar 18, 2016",ROII,Riskon International Inc,Reverse,1 for 250
"Mar 17, 2016",NTRP,Nexttrip Inc,Reverse,1 for 100
"Mar 16, 2016",FTFT,Future Fintech Group Inc,Reverse,1 for 8
"Mar 11, 2016",RVLT,Revolution Lighting Technologies Inc,Reverse,1 for 10
"Mar 11, 2016",DRYS,Dryships Inc,Reverse,1 for 25
"Mar 8, 2016",WWR,Westwater Resources Inc,Reverse,1 for 12
"Mar 7, 2016",THMO,Thermogenesis Holdings Inc,Reverse,1 for 20
"Mar 7, 2016",CLRB,Cellectar Biosciences Inc,Reverse,1 for 10
"Mar 4, 2016",DOMH,Dominari Holdings Inc,Reverse,1 for 19
"Mar 1, 2016",PRGNF,Paragon Shipping Inc,Reverse,1 for 37.99
"Mar 1, 2016",CNTFY,China Techfaith Wireless Communication Technology Ltd.,Reverse,1 for 5
"Feb 26, 2016",GOLLQ,Gol Intelligent Airlines Inc,Reverse,1 for 10
"Feb 26, 2016",DRIO,Dariohealth Corp,Reverse,1 for 18
"Feb 22, 2016",TOPS,Top Ships Inc,Reverse,1 for 10
"Feb 22, 2016",OMEX,Odyssey Marine Exploration Inc,Reverse,1 for 12
"Feb 18, 2016",NRP,Natural Resource Partners Lp,Reverse,1 for 10
"Feb 17, 2016",DXTRQ,Dextera Surgical Inc,Reverse,1 for 10
"Feb 5, 2016",IOGPQ,Ion Geophysical Corp,Reverse,1 for 15
"Feb 5, 2016",BSPM,Biostar Pharmaceuticals Inc,Reverse,1 for 7
"Feb 4, 2016",DRWIQ,Dragonwave Inc,Reverse,1 for 25
"Feb 3, 2016",FRO,Frontline PLC,Reverse,1 for 5
"Feb 1, 2016",OIBR.C,Oi SA,Reverse,1 for 5
"Feb 1, 2016",CBMX,Combimatrix Corp,Reverse,1 for 10
"Jan 29, 2016",CTRCQ,Centric Brands Inc,Reverse,1 for 30
"Jan 28, 2016",PLG,Platinum Group Metals Ltd.,Reverse,1 for 10
"Jan 28, 2016",HPTO,Hopto Inc,Reverse,1 for 15
"Jan 26, 2016",WAYS,Wave Sync Corp,Reverse,1 for 20
"Jan 26, 2016",NMGX,Nano Magic Holdings Inc,Reverse,1 for 179.86
"Jan 25, 2016",TROO,Troops Inc,Reverse,1 for 4
"Jan 25, 2016",SINT,Sintx Technologies Inc,Reverse,1 for 15
"Jan 25, 2016",AGHC,Aeon Global Health Corp,Reverse,1 for 9
"Jan 22, 2016",WINT,Windtree Therapeutics Inc,Reverse,1 for 14
"Jan 22, 2016",ISGN,Isign Solutions Inc,Reverse,"1 for 1,250"
"Jan 12, 2016",OPHC,Optimumbank Holdings Inc,Reverse,1 for 10
"Jan 8, 2016",SHIP,Seanergy Maritime Holdings Corp,Reverse,1 for 5
"Jan 6, 2016",GEG,Great Elm Group Inc,Reverse,1 for 12
"Jan 5, 2016",WTW,Willis Towers Watson PLC,Reverse,1 for 2.65
