Date,Symbol,Company Name,Type,Split Ratio
"Dec 31, 2013",TCX,Tucows Inc,Reverse,1 for 4
"Dec 31, 2013",SOQDF,Sonde Resources Corp,Reverse,1 for 1.11
"Dec 27, 2013",VPCO,Vapor Corp,Reverse,1 for 5
"Dec 27, 2013",SHSP,Sharpspring Inc,Reverse,1 for 5
"Dec 13, 2013",SBCF,Seacoast Banking Corp Of Florida,Reverse,1 for 5
"Dec 13, 2013",DMKPQ,Dmk Pharmaceuticals Corp,Reverse,1 for 17
"Dec 3, 2013",NESCQ,Nuverra Environmental Solutions Inc,Reverse,1 for 10
"Dec 3, 2013",FMD,First Marblehead Corp,Reverse,1 for 10
"Nov 21, 2013",CAPR,Capricor Therapeutics Inc,Reverse,1 for 50
"Nov 19, 2013",EVGN,Evogene Ltd.,Reverse,1 for 2
"Nov 19, 2013",ADYX,Adynxx Inc,Reverse,1 for 43.74
"Nov 18, 2013",RIBT,Ricebran Technologies,Reverse,1 for 200
"Nov 15, 2013",KOAN,Resonate Blends Inc,Reverse,1 for 5
"Nov 6, 2013",LOOK,Looksmart Ltd.,Reverse,1 for 3
"Nov 5, 2013",UUUU,Energy Fuels Inc,Reverse,1 for 50
"Nov 1, 2013",UNTD,United Online Inc,Reverse,1 for 7
"Oct 31, 2013",ESNC,Ensync Inc,Reverse,1 for 5
"Oct 29, 2013",IMNN,Imunon Inc,Reverse,1 for 4.5
"Oct 24, 2013",JAXB,Jacksonville Bancorp Inc,Reverse,1 for 20
"Oct 22, 2013",VTEQ,Veriteq,Reverse,1 for 30
"Oct 21, 2013",ELOX,Eloxx Pharmaceuticals Inc,Reverse,1 for 100
"Oct 16, 2013",VCEL,Vericel Corp,Reverse,1 for 20
"Oct 15, 2013",RELYQ,Real Industry Inc,Reverse,1 for 10
"Oct 15, 2013",PESI,Perma Fix Environmental Services Inc,Reverse,1 for 5
"Oct 12, 2013",ZTNO,Zoom Technologies Inc,Reverse,1 for 10
"Oct 11, 2013",LIME,Lime Energy Co.,Reverse,1 for 7
"Oct 11, 2013",ATRM,Atrm Holdings Inc,Reverse,1 for 10
"Oct 10, 2013",LIME,Lime Energy Co.,Reverse,1 for 7
"Oct 3, 2013",EPRSQ,Epirus Biopharmaceuticals Inc,Reverse,1 for 6
"Sep 30, 2013",LDOS,Leidos Holdings Inc,Reverse,1 for 4
"Sep 30, 2013",FTLF,Fitlife Brands Inc,Reverse,1 for 10
"Sep 26, 2013",IOVA,Iovance Biotherapeutics Inc,Reverse,1 for 100
"Sep 25, 2013",CVM,Cel Sci Corp,Reverse,1 for 10
"Sep 10, 2013",NNVC,Nanoviricides Inc,Reverse,1 for 3.5
"Sep 4, 2013",PGRX,Prospect Global Resources Inc,Reverse,1 for 50
"Sep 3, 2013",WGBS,Wafergen Bio-systems Inc,Reverse,1 for 100
"Aug 27, 2013",DFODQ,Dean Foods Co.,Reverse,1 for 2
"Aug 23, 2013",SPCB,Supercom Ltd.,Reverse,1 for 4.25
"Aug 22, 2013",VSCP,Virtualscopics Inc,Reverse,1 for 10
"Aug 22, 2013",FNJN,Finjan Holdings Inc,Reverse,1 for 12
"Aug 21, 2013",IMNPQ,Immune Pharmaceuticals Inc,Reverse,1 for 40
"Aug 15, 2013",SPHS,Sophiris Bio Inc,Reverse,1 for 52
"Aug 12, 2013",EP,Empire Petroleum Corp,Reverse,1 for 12
"Aug 9, 2013",JNP,Juniper Pharmaceuticals Inc,Reverse,1 for 8
"Aug 7, 2013",MIGI,Mawson Infrastructure Group Inc,Reverse,1 for 4.5
"Aug 2, 2013",ZNB,Zeta Network Group,Reverse,1 for 12
"Aug 1, 2013",SRNEQ,Sorrento Therapeutics Inc,Reverse,1 for 25
"Aug 1, 2013",ICLD,Intercloud Systems Inc,Reverse,1 for 4
"Jul 31, 2013",QTWWQ,Quantum Fuel Systems Technologies Worldwide Inc,Reverse,1 for 4
"Jul 24, 2013",PHIO,Phio Pharmaceuticals Corp,Reverse,1 for 30
"Jul 22, 2013",MARA,Mara Holdings Inc,Reverse,1 for 13
"Jul 18, 2013",CRXM,Gene Biotherapeutics Inc,Reverse,1 for 20
"Jul 18, 2013",ANIP,Ani Pharmaceuticals Inc,Reverse,1 for 6
"Jul 16, 2013",OCRX,Ocera Therapeutics Inc,Reverse,1 for 12
"Jul 16, 2013",LSTA,Lisata Therapeutics Inc,Reverse,1 for 10
"Jul 15, 2013",ANTH,Anthera Pharmaceuticals Inc,Reverse,1 for 8
"Jul 15, 2013",ADXS,Ayala Pharmaceuticals Inc,Reverse,1 for 125
"Jul 2, 2013",LEU,Centrus Energy Corp,Reverse,1 for 25
"Jul 1, 2013",WAVXQ,Wave Systems Corp,Reverse,1 for 4
"Jul 1, 2013",HDYNQ,Hyperdynamics Corp,Reverse,1 for 8
"Jul 1, 2013",DRLCQ,Doral Financial Corp,Reverse,1 for 20
"Jun 30, 2013",TGEN,Tecogen Inc,Reverse,1 for 4
"Jun 25, 2013",CYTK,Cytokinetics Inc,Reverse,1 for 6
"Jun 7, 2013",ECTE,Echo Therapeutics Inc,Reverse,1 for 10
"Jun 4, 2013",OPHC,Optimumbank Holdings Inc,Reverse,1 for 4
"Jun 4, 2013",DTRK,Datatrak International Inc,Reverse,1 for 12
"Jun 3, 2013",NBSE,Neubase Therapeutics Inc,Reverse,1 for 3
"Jun 3, 2013",JMBA,Jamba Inc,Reverse,1 for 5
"May 31, 2013",GLCH,Gleacher & Company Inc,Reverse,1 for 20
"May 30, 2013",NBGGY,National Bank Of Greece SA,Reverse,1 for 10
"May 29, 2013",FBNIQ,Furniture Brands International Inc,Reverse,1 for 7
"May 28, 2013",YDKN,Yadkin Financial Corp,Reverse,1 for 3
"May 28, 2013",SBLX,Stablex Technologies Inc,Reverse,1 for 7
"May 28, 2013",MCBF,Monarch Community Bancorp Inc,Reverse,1 for 5
"May 21, 2013",OTEL,Otelco Inc,Reverse,1 for 5
"May 21, 2013",GBNK,Guaranty Bancorp,Reverse,1 for 5
"May 14, 2013",ALTO,Alto Ingredients Inc,Reverse,1 for 15
"May 13, 2013",TENX,Tenax Therapeutics Inc,Reverse,1 for 20
"May 10, 2013",SRCTQ,Standard Register Co.,Reverse,1 for 5
"May 9, 2013",PED,Pedevco Corp,Reverse,1 for 3
"May 9, 2013",COSIQ,Cosi Inc,Reverse,1 for 4
"May 7, 2013",OTRKQ,Ontrak Inc,Reverse,1 for 10
"May 3, 2013",TNXP,Tonix Pharmaceuticals Holding Corp,Reverse,1 for 20
"May 1, 2013",TMUS,T-mobile Us Inc,Reverse,1 for 2
"Apr 30, 2013",FCSC,Fibrocell Science Inc,Reverse,1 for 25
"Apr 26, 2013",IVANF,Ivanhoe Energy Inc,Reverse,1 for 3
"Apr 24, 2013",VLTC,Voltari Corp,Reverse,1 for 10
"Apr 23, 2013",PSID,Positiveid Corp,Reverse,1 for 25
"Apr 19, 2013",IGC,Igc Pharma Inc,Reverse,1 for 10
"Apr 15, 2013",BRTX,Biorestorative Therapies Inc,Reverse,1 for 50
"Apr 15, 2013",APPS,Digital Turbine Inc,Reverse,1 for 5
"Apr 12, 2013",SYNM,Syntroleum Corp,Reverse,1 for 10
"Apr 12, 2013",CORV,Correvio Pharma Corp,Reverse,1 for 5
"Apr 12, 2013",CMCL,Caledonia Mining Corp PLC,Reverse,1 for 10
"Apr 10, 2013",VISL,Vislink Technologies Inc,Reverse,1 for 35
"Apr 2, 2013",ALVRQ,Alvarion Ltd.,Reverse,1 for 10
"Apr 1, 2013",SNOA,Sonoma Pharmaceuticals Inc,Reverse,1 for 7
"Mar 22, 2013",UTSI,Utstarcom Holdings Corp,Reverse,1 for 3
"Mar 18, 2013",USAU,Us Gold Corp,Reverse,1 for 6
"Mar 12, 2013",CLRD,Clearday Inc,Reverse,1 for 12
"Mar 5, 2013",ORKA,Oruka Therapeutics Inc,Reverse,1 for 6
"Feb 28, 2013",FBRC,Fbr & Co.,Reverse,1 for 4
"Feb 19, 2013",NURO,Neurometrix Inc,Reverse,1 for 6
"Feb 16, 2013",CLSK,Cleanspark Inc,Reverse,1 for 39.06
"Feb 8, 2013",HROW,Harrow Inc,Reverse,1 for 5
"Feb 6, 2013",VUZI,Vuzix Corp,Reverse,1 for 75.02
"Feb 5, 2013",QKLS,Qkl Stores Inc,Reverse,1 for 8
"Feb 5, 2013",IGOI,Igo Inc,Reverse,1 for 12
"Feb 1, 2013",MCOX,Mecox Lane Ltd.,Reverse,1 for 5
"Jan 31, 2013",TSRE,Trade Street Residential Inc,Reverse,1 for 149.93
"Jan 23, 2013",WWR,Westwater Resources Inc,Reverse,1 for 10
"Jan 23, 2013",ORMP,Oramed Pharmaceuticals Inc,Reverse,1 for 12
"Jan 22, 2013",CHUC,Charlie's Holdings Inc,Reverse,1 for 100
"Jan 22, 2013",CETY,Clean Energy Technologies Inc,Reverse,1 for 10
"Jan 10, 2013",UCBA,United Community Bancorp,Reverse,1 for 1.52
