Date,Symbol,Company Name,Type,Split Ratio
"Dec 31, 2019",MTVA,Metavia Inc,Reverse,1 for 25
"Dec 27, 2019",RCON,Recon Technology Ltd.,Reverse,1 for 5
"Dec 24, 2019",QUIK,Quicklogic Corp,Reverse,1 for 14
"Dec 24, 2019",DCTH,Delcath Systems Inc,Reverse,1 for 699.3
"Dec 23, 2019",PCSA,Processa Pharmaceuticals Inc,Reverse,1 for 7
"Dec 23, 2019",NVFY,Nova Lifestyle Inc,Reverse,1 for 5
"Dec 20, 2019",SPNX,Superior Energy Services Inc,Reverse,1 for 10
"Dec 20, 2019",PLX,Protalix Biotherapeutics Inc,Reverse,1 for 10
"Dec 20, 2019",CENN,Cenntro Inc,Reverse,1 for 100
"Dec 20, 2019",ANFIF,Amira Nature Foods Ltd.,Reverse,1 for 20
"Dec 19, 2019",ESEA,Euroseas Ltd.,Reverse,1 for 8
"Dec 19, 2019",ASNAQ,Mahwah Bergen Retail Group Inc,Reverse,1 for 20
"Dec 17, 2019",MTA,Metalla Royalty & Streaming Ltd.,Reverse,1 for 4
"Dec 17, 2019",GIGAQ,Giga Tronics Inc,Reverse,1 for 15
"Dec 16, 2019",PIXY,Shiftpixy Inc,Reverse,1 for 40
"Dec 16, 2019",GOVX,Geovax Labs Inc,Reverse,"1 for 2,000"
"Dec 13, 2019",MCLDF,Mcloud Technologies Corp,Reverse,1 for 10
"Dec 12, 2019",IMBIQ,Imedia Brands Inc,Reverse,1 for 10
"Dec 12, 2019",ASXC,Asensus Surgical Inc,Reverse,1 for 13
"Dec 11, 2019",ELYS,Elys Game Technology Corp,Reverse,1 for 8
"Dec 11, 2019",CLSK,Cleanspark Inc,Reverse,1 for 10
"Dec 6, 2019",FWPAY,Forward Pharma A,Reverse,1 for 7
"Dec 5, 2019",NMRD,Nemaura Medical Inc,Reverse,1 for 10
"Dec 3, 2019",SOS,Sos Ltd.,Reverse,1 for 10
"Nov 29, 2019",SQNS,Sequans Communications,Reverse,1 for 2.5
"Nov 29, 2019",LODE,Comstock Inc,Reverse,1 for 5
"Nov 26, 2019",SNDEQ,Sundance Energy Inc,Reverse,1 for 10
"Nov 25, 2019",TNK,Teekay Tankers Ltd.,Reverse,1 for 8
"Nov 25, 2019",QCLS,Q/c Technologies Inc,Reverse,1 for 24
"Nov 25, 2019",ENVB,Enveric Biosciences Inc,Reverse,1 for 25
"Nov 22, 2019",PETV,Petvivo Holdings Inc,Reverse,1 for 1.11
