Date,Symbol,Company Name,Type,Split Ratio
"Jul 14, 2010",CZFS,Citizens Financial Services Inc,Forward,1.01 for 1
"Jul 14, 2010",BBD,Bank Bradesco,Forward,1.1 for 1
"Jul 9, 2010",MDVLQ,Medavail Holdings Inc,Forward,14 for 1
"Jul 9, 2010",CLB,Core Laboratories Inc,Forward,2 for 1
"Jul 7, 2010",UBFO,United Security Bancshares,Forward,1.01 for 1
"Jul 7, 2010",LTXB,Legacytexas Financial Group Inc,Forward,1.4 for 1
"Jul 6, 2010",DECK,Deckers Outdoor Corp,Forward,3 for 1
"Jun 25, 2010",DLTR,Dollar Tree Inc,Forward,1.5 for 1
"Jun 24, 2010",ORIT,Oritani Financial Corp,Forward,1.5 for 1
"Jun 23, 2010",WIT,Wipro Ltd.,Forward,1.67 for 1
"Jun 17, 2010",BOTJ,Bank Of The James Financial Group Inc,Forward,1.1 for 1
"Jun 16, 2010",LNCR,Lincare Holdings Inc,Forward,1.5 for 1
"Jun 14, 2010",DHR,Danaher Corp,Forward,2 for 1
"Jun 11, 2010",HWBK,Hawthorn Bancshares Inc,Forward,1.04 for 1
"Jun 9, 2010",GIS,General Mills Inc,Forward,2 for 1
"Jun 8, 2010",ESRX,Express Scripts Holding Co.,Forward,2 for 1
"Jun 2, 2010",NRGP,Inergy Holdings Lp,Forward,3 for 1
"Jun 2, 2010",LUFK,Lufkin Industries Inc,Forward,2 for 1
"Jun 2, 2010",IDSA,Industrial Services Of America Inc,Forward,1.5 for 1
"Jun 2, 2010",CX,Cemex SAB de CV,Forward,1.04 for 1
"Jun 1, 2010",WKHS,Workhorse Group Inc,Forward,14 for 1
"Jun 1, 2010",CNQ,Canadian Natural Resources Ltd.,Forward,2 for 1
"May 28, 2010",EW,Edwards Lifesciences Corp,Forward,2 for 1
"May 27, 2010",TESS,Tessco Technologies Inc,Forward,1.5 for 1
"May 18, 2010",GMCR,Keurig Green Mountain Inc,Forward,3 for 1
"May 13, 2010",SOMH,Somerset Hills Bancorp,Forward,1.05 for 1
"May 12, 2010",BIDU,Baidu Inc,Forward,10 for 1
"May 11, 2010",SSLZY,Santos Limited,Forward,4 for 1
"May 10, 2010",AQQSQ,American Spectrum Realty Inc,Forward,2 for 1
"May 7, 2010",PKBK,Parke Bancorp Inc,Forward,1.1 for 1
"May 6, 2010",RGFCQ,R&g Financial Corp,Forward,1.05 for 1
"May 5, 2010",VLY,Valley National Bancorp,Forward,1.05 for 1
"May 4, 2010",SLGN,Silgan Holdings Inc,Forward,2 for 1
"May 4, 2010",ASA,Asa Gold & Precious Metals Ltd.,Forward,3 for 1
"May 3, 2010",SHOO,Steven Madden Ltd.,Forward,1.5 for 1
"May 3, 2010",MBT,Mobile Telesystems Public Joint Stock Co.,Forward,2.5 for 1
"Apr 30, 2010",RIO,Rio Tinto Ltd.,Forward,4 for 1
"Apr 27, 2010",HEI.A,Heico Corp,Forward,1.25 for 1
"Apr 27, 2010",HEI,Heico Corp,Forward,1.25 for 1
"Apr 16, 2010",PRG,Prog Holdings Inc,Forward,1.5 for 1
"Apr 8, 2010",BRFS,Brf SA,Forward,4 for 1
"Apr 7, 2010",UBFO,United Security Bancshares,Forward,1.01 for 1
"Apr 7, 2010",SID,National Steel Co.,Forward,2 for 1
"Apr 6, 2010",SBSI,Southside Bancshares Inc,Forward,1.05 for 1
"Apr 6, 2010",BTCS,Btcs Inc,Forward,8 for 1
"Apr 5, 2010",EBMT,Eagle Bancorp Montana Inc,Forward,3.8 for 1
"Apr 1, 2010",OMI,Owens & Minor Inc,Forward,1.5 for 1
"Mar 9, 2010",FPIC,Fpic Insurance Group Inc,Forward,1.5 for 1
"Mar 5, 2010",TR,Tootsie Roll Industries Inc,Forward,1.03 for 1
"Mar 5, 2010",AROPQ,Aeropostale Inc,Forward,1.5 for 1
"Mar 4, 2010",GFASY,Gafisa SA,Forward,2 for 1
"Feb 16, 2010",JST,Jinpan International Ltd.,Forward,2 for 1
"Feb 8, 2010",TGHI,Touchpoint Group Holdings Inc,Forward,3 for 1
"Feb 3, 2010",TMP,Tompkins Financial Corp,Forward,1.1 for 1
"Feb 1, 2010",CAGC,China Agritech Inc,Forward,2 for 1
"Jan 25, 2010",IPM,Intelligent Protection Management Corp,Forward,3 for 1
"Jan 21, 2010",TCOM,Tripcom Group Ltd.,Forward,2 for 1
"Jan 21, 2010",BRK.B,Berkshire Hathaway Inc,Forward,50 for 1
"Jan 21, 2010",BCPC,Balchem Corp,Forward,1.5 for 1
"Jan 14, 2010",FCCY,1st Constitution Bancorp,Forward,1.05 for 1
"Jan 13, 2010",SNFCA,Security National Financial Corp,Forward,1.05 for 1
"Jan 6, 2010",UBFO,United Security Bancshares,Forward,1.01 for 1
"Jan 5, 2010",EBIXQ,Ebix Inc,Forward,3 for 1
