Date,Symbol,Company Name,Type,Split Ratio
"Dec 19, 2011",CALL,Magicjack Vocaltec Ltd.,Forward,2 for 1
"Dec 16, 2011",ROST,Ross Stores Inc,Forward,2 for 1
"Dec 12, 2011",HBNC,Horizon Bancorp Inc,Forward,1.5 for 1
"Dec 9, 2011",TRCB,Two River Bancorp,Forward,1.03 for 1
"Dec 8, 2011",FNBG,Fnb Bancorp,Forward,1.05 for 1
"Dec 5, 2011",ETP,Energy Transfer Partners Lp,Forward,3 for 1
"Dec 1, 2011",CASS,Cass Information Systems Inc,Forward,1.1 for 1
"Nov 29, 2011",LARK,Landmark Bancorp Inc,Forward,1.05 for 1
"Nov 28, 2011",CBSH,Commerce Bancshares Inc,Forward,1.05 for 1
"Nov 22, 2011",BIOL,Biolase Inc,Forward,1.01 for 1
"Nov 20, 2011",FGBI,First Guaranty Bancshares Inc,Forward,1.1 for 1
"Nov 1, 2011",ACHC,Acadia Healthcare Company Inc,Forward,1.76 for 1
"Oct 27, 2011",NXGN,Nextgen Healthcare Inc,Forward,2 for 1
"Oct 12, 2011",UBFO,United Security Bancshares,Forward,1.01 for 1
"Oct 4, 2011",EMN,Eastman Chemical Co.,Forward,2 for 1
"Sep 29, 2011",HFBC,Hopfed Bancorp Inc,Forward,1.02 for 1
"Sep 28, 2011",RHEP,Regional Health Properties Inc,Forward,1.05 for 1
"Sep 19, 2011",AROW,Arrow Financial Corp,Forward,1.03 for 1
"Sep 13, 2011",PII,Polaris Inc,Forward,2 for 1
"Sep 2, 2011",RGCO,Rgc Resources Inc,Forward,2 for 1
"Sep 1, 2011",DINO,Hf Sinclair Corp,Forward,2 for 1
"Aug 31, 2011",ORGS,Orgenesis Inc,Forward,35 for 1
"Aug 29, 2011",CLW,Clearwater Paper Corp,Forward,2 for 1
"Aug 25, 2011",RYN,Rayonier Inc,Forward,1.5 for 1
"Aug 25, 2011",BIOL,Biolase Inc,Forward,1.01 for 1
"Aug 19, 2011",EDU,New Oriental Education & Technology Group Inc,Forward,4 for 1
"Aug 17, 2011",OZK,Bank Of The Ozarks Inc,Forward,2 for 1
"Aug 17, 2011",HMSY,Hms Holdings Corp,Forward,3 for 1
"Aug 12, 2011",ATRO,Astronics Corp,Forward,1.1 for 1
"Jul 27, 2011",CLH,Clean Harbors Inc,Forward,2 for 1
"Jul 25, 2011",HDB,Hdfc Bank Ltd.,Forward,5 for 1
"Jul 18, 2011",HLIO,Helios Technologies Inc,Forward,1.5 for 1
"Jul 15, 2011",TGI,Triumph Group Inc,Forward,2 for 1
"Jul 13, 2011",UBFO,United Security Bancshares,Forward,1.01 for 1
"Jul 13, 2011",OKS,Oneok Partners Lp,Forward,2 for 1
"Jul 13, 2011",CZFS,Citizens Financial Services Inc,Forward,1.01 for 1
"Jul 12, 2011",LULU,Lululemon Athletica Inc,Forward,2 for 1
"Jul 6, 2011",CPL,Cpfl Energy Inc,Forward,3 for 1
"Jul 5, 2011",PLCM,Polycom Inc,Forward,2 for 1
"Jul 5, 2011",GL,Globe Life Inc,Forward,1.5 for 1
"Jul 1, 2011",MMS,Maximus Inc,Forward,2 for 1
"Jul 1, 2011",AMX,America Movil SAB de CV,Forward,2 for 1
"Jul 1, 2011",AMOV,America Movil SAB de CV,Forward,2 for 1
"Jun 28, 2011",SIX,Six Flags Entertainment Corp,Forward,2 for 1
"Jun 27, 2011",FLO,Flowers Foods Inc,Forward,1.5 for 1
"Jun 27, 2011",COHR,Coherent Corp,Forward,2 for 1
"Jun 27, 2011",CERN,Cerner Corp,Forward,2 for 1
"Jun 21, 2011",ASPU,Aspen Group Inc,Forward,12 for 1
"Jun 16, 2011",CSX,Csx Corp,Forward,3 for 1
"Jun 14, 2011",AAON,Aaon Inc,Forward,1.5 for 1
"Jun 13, 2011",SOCB,Southcoast Financial Corp,Forward,1.1 for 1
"Jun 13, 2011",OII,Oceaneering International Inc,Forward,2 for 1
"Jun 13, 2011",HWBK,Hawthorn Bancshares Inc,Forward,1.04 for 1
"Jun 13, 2011",GRC,Gorman Rupp Co.,Forward,1.25 for 1
"Jun 13, 2011",CWT,California Water Service Group,Forward,2 for 1
"Jun 8, 2011",BIOL,Biolase Inc,Forward,1.01 for 1
"Jun 2, 2011",FTNT,Fortinet Inc,Forward,2 for 1
"Jun 2, 2011",FFIN,First Financial Bankshares Inc,Forward,1.5 for 1
"Jun 2, 2011",CHD,Church & Dwight Co Inc,Forward,2 for 1
"Jun 1, 2011",SHOO,Steven Madden Ltd.,Forward,1.5 for 1
"Jun 1, 2011",LECO,Lincoln Electric Holdings Inc,Forward,2 for 1
"Jun 1, 2011",ESND,Essendant Inc,Forward,2 for 1
"Jun 1, 2011",ENB,Enbridge Inc,Forward,2 for 1
"May 23, 2011",MOH,Molina Healthcare Inc,Forward,1.5 for 1
"May 23, 2011",KRO,Kronos Worldwide Inc,Forward,2 for 1
"May 23, 2011",FAST,Fastenal Co.,Forward,2 for 1
"May 23, 2011",ALXN,Alexion Pharmaceuticals Inc,Forward,2 for 1
"May 19, 2011",DDD,3d Systems Corp,Forward,2 for 1
"May 19, 2011",BNC,Cea Industries Inc,Forward,5 for 1
"May 19, 2011",ACHC,Acadia Healthcare Company Inc,Forward,"100,000 for 1"
"May 18, 2011",HLF,Herbalife Ltd.,Forward,2 for 1
"May 12, 2011",ACGL,Arch Capital Group Ltd.,Forward,3 for 1
"May 6, 2011",PKBK,Parke Bancorp Inc,Forward,1.1 for 1
"May 6, 2011",MMSI,Merit Medical Systems Inc,Forward,1.25 for 1
"May 4, 2011",VLY,Valley National Bancorp,Forward,1.05 for 1
"May 3, 2011",ESBF,Esb Financial Corp,Forward,1.2 for 1
"Apr 26, 2011",HEI.A,Heico Corp,Forward,1.25 for 1
"Apr 26, 2011",HEI,Heico Corp,Forward,1.25 for 1
"Apr 25, 2011",EEQ,Enbridge Energy Management L L C,Forward,2 for 1
"Apr 25, 2011",EEP,Enbridge Energy Partners Lp,Forward,2 for 1
"Apr 18, 2011",SBSI,Southside Bancshares Inc,Forward,1.05 for 1
"Apr 13, 2011",NDSN,Nordson Corp,Forward,2 for 1
"Apr 12, 2011",NSPR,Inspiremd Inc,Forward,3 for 1
"Apr 6, 2011",UBFO,United Security Bancshares,Forward,1.01 for 1
"Apr 6, 2011",SF,Stifel Financial Corp,Forward,1.5 for 1
"Apr 5, 2011",BCH,Bank Of Chile,Forward,1.02 for 1
"Apr 1, 2011",FTI,Technipfmc PLC,Forward,2 for 1
"Mar 25, 2011",CX,Cemex SAB de CV,Forward,1.04 for 1
"Mar 23, 2011",SONN,Sonnet Biotherapeutics Holdings Inc,Forward,2 for 1
"Mar 18, 2011",LEA,Lear Corp,Forward,2 for 1
"Mar 14, 2011",COCP,Cocrystal Pharma Inc,Forward,10 for 1
"Mar 11, 2011",RFIL,R F Industries Ltd.,Forward,2 for 1
"Mar 11, 2011",BIOL,Biolase Inc,Forward,1.01 for 1
"Mar 4, 2011",UBNK,United Financial Bancorp Inc,Forward,1.6 for 1
"Mar 2, 2011",WEC,Wec Energy Group Inc,Forward,2 for 1
"Mar 2, 2011",DESTQ,Destination Maternity Corp,Forward,2 for 1
"Mar 1, 2011",ETN,Eaton Corp PLC,Forward,2 for 1
"Feb 25, 2011",UGP,Ultrapar Holdings Inc,Forward,4 for 1
"Feb 25, 2011",POT,Potash Corp Of Saskatchewan Inc,Forward,3 for 1
"Feb 23, 2011",NATI,National Instruments Corp,Forward,1.5 for 1
"Feb 22, 2011",MCI,Barings Corporate Investors,Forward,2 for 1
"Feb 18, 2011",SFUNY,Fang Holdings Ltd.,Forward,4 for 1
"Feb 16, 2011",BALL,Ball Corp,Forward,2 for 1
"Feb 15, 2011",HRL,Hormel Foods Corp,Forward,2 for 1
"Feb 7, 2011",DLLR,Dfc Global Corp,Forward,1.5 for 1
"Feb 2, 2011",FCX,Freeport-mcmoran Inc,Forward,2 for 1
"Jan 31, 2011",PRGS,Progress Software Corp,Forward,1.5 for 1
"Jan 27, 2011",LBAI,Lakeland Bancorp Inc,Forward,1.05 for 1
"Jan 26, 2011",SFST,Southern First Bancshares Inc,Forward,1.1 for 1
"Jan 25, 2011",SKT,Tanger Inc,Forward,2 for 1
"Jan 21, 2011",TEF,Telefonica S A,Forward,3 for 1
"Jan 19, 2011",ADVS,Advent Software Inc,Forward,2 for 1
"Jan 18, 2011",FRPH,Frp Holdings Inc,Forward,3 for 1
"Jan 13, 2011",FCCY,1st Constitution Bancorp,Forward,1.05 for 1
"Jan 12, 2011",SNFCA,Security National Financial Corp,Forward,1.05 for 1
"Jan 6, 2011",UBFO,United Security Bancshares,Forward,1.01 for 1
"Jan 3, 2011",LPHIQ,Life Partners Holdings Inc,Forward,1.25 for 1
